"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Switzerland (CH)","27.09.2024 22:00 - 27.09.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","","336","589","n/e","2935","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","27.09.2024 23:00 - 28.09.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","82","","290","545","n/e","2935","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","28.09.2024 00:00 - 28.09.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","156","","308","527","n/e","2935","n/e","n/e","0","n/e","n/e","26"
"Switzerland (CH)","28.09.2024 01:00 - 28.09.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","101","","294","665","n/e","2786","n/e","n/e","0","n/e","n/e","26"
"Switzerland (CH)","28.09.2024 02:00 - 28.09.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","105","","282","586","n/e","2588","n/e","n/e","0","n/e","n/e","24"
"Switzerland (CH)","28.09.2024 03:00 - 28.09.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","113","","277","569","n/e","2575","n/e","n/e","0","n/e","n/e","22"
"Switzerland (CH)","28.09.2024 04:00 - 28.09.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","105","","285","615","n/e","2574","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","28.09.2024 05:00 - 28.09.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","118","","290","609","n/e","2573","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","28.09.2024 06:00 - 28.09.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","153","","332","690","n/e","2573","n/e","n/e","0","n/e","n/e","11"
"Switzerland (CH)","28.09.2024 07:00 - 28.09.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","547","","317","786","n/e","2573","n/e","n/e","6","n/e","n/e","11"
"Switzerland (CH)","28.09.2024 08:00 - 28.09.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","337","","283","621","n/e","2574","n/e","n/e","115","n/e","n/e","10"
"Switzerland (CH)","28.09.2024 09:00 - 28.09.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","81","","259","537","n/e","2575","n/e","n/e","212","n/e","n/e","10"
"Switzerland (CH)","28.09.2024 10:00 - 28.09.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","92","","253","424","n/e","2573","n/e","n/e","247","n/e","n/e","13"
"Switzerland (CH)","28.09.2024 11:00 - 28.09.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","","248","452","n/e","2572","n/e","n/e","546","n/e","n/e","18"
"Switzerland (CH)","28.09.2024 12:00 - 28.09.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","75","","260","458","n/e","2572","n/e","n/e","683","n/e","n/e","25"
"Switzerland (CH)","28.09.2024 13:00 - 28.09.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","","255","411","n/e","2573","n/e","n/e","856","n/e","n/e","29"
"Switzerland (CH)","28.09.2024 14:00 - 28.09.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","103","","255","384","n/e","2575","n/e","n/e","841","n/e","n/e","31"
"Switzerland (CH)","28.09.2024 15:00 - 28.09.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","79","","263","466","n/e","2574","n/e","n/e","637","n/e","n/e","30"
"Switzerland (CH)","28.09.2024 16:00 - 28.09.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","202","","274","535","n/e","2581","n/e","n/e","514","n/e","n/e","19"
"Switzerland (CH)","28.09.2024 17:00 - 28.09.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","444","","332","647","n/e","2577","n/e","n/e","356","n/e","n/e","13"
"Switzerland (CH)","28.09.2024 18:00 - 28.09.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1012","","386","1028","n/e","2577","n/e","n/e","158","n/e","n/e","11"
"Switzerland (CH)","28.09.2024 19:00 - 28.09.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2450","","379","2249","n/e","2575","n/e","n/e","9","n/e","n/e","9"
"Switzerland (CH)","28.09.2024 20:00 - 28.09.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2457","","377","2473","n/e","2578","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","28.09.2024 21:00 - 28.09.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1569","","322","1437","n/e","2578","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","28.09.2024 22:00 - 28.09.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1271","","304","1179","n/e","2580","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","28.09.2024 23:00 - 29.09.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","775","","296","1024","n/e","2582","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","29.09.2024 00:00 - 29.09.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333","","274","532","n/e","2582","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","29.09.2024 01:00 - 29.09.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","174","","269","461","n/e","2586","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","29.09.2024 02:00 - 29.09.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","187","","270","376","n/e","2588","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","29.09.2024 03:00 - 29.09.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","272","","265","389","n/e","2586","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","29.09.2024 04:00 - 29.09.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","235","","266","452","n/e","2588","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","29.09.2024 05:00 - 29.09.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","326","","258","620","n/e","2587","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","29.09.2024 06:00 - 29.09.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","343","","277","610","n/e","2588","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","29.09.2024 07:00 - 29.09.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","583","","325","729","n/e","2589","n/e","n/e","3","n/e","n/e","8"
"Switzerland (CH)","29.09.2024 08:00 - 29.09.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","403","","267","699","n/e","2589","n/e","n/e","178","n/e","n/e","9"
"Switzerland (CH)","29.09.2024 09:00 - 29.09.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","272","","266","478","n/e","2588","n/e","n/e","528","n/e","n/e","8"
"Switzerland (CH)","29.09.2024 10:00 - 29.09.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","117","","244","410","n/e","2585","n/e","n/e","922","n/e","n/e","8"
"Switzerland (CH)","29.09.2024 11:00 - 29.09.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","121","","251","373","n/e","2581","n/e","n/e","1318","n/e","n/e","9"
"Switzerland (CH)","29.09.2024 12:00 - 29.09.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","121","","257","373","n/e","2579","n/e","n/e","1881","n/e","n/e","12"
"Switzerland (CH)","29.09.2024 13:00 - 29.09.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","","251","309","n/e","2576","n/e","n/e","2452","n/e","n/e","13"
"Switzerland (CH)","29.09.2024 14:00 - 29.09.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","36","","250","410","n/e","2573","n/e","n/e","2030","n/e","n/e","12"
"Switzerland (CH)","29.09.2024 15:00 - 29.09.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","68","","255","435","n/e","2572","n/e","n/e","1499","n/e","n/e","10"
"Switzerland (CH)","29.09.2024 16:00 - 29.09.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","122","","260","435","n/e","2571","n/e","n/e","1194","n/e","n/e","9"
"Switzerland (CH)","29.09.2024 17:00 - 29.09.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","448","","272","841","n/e","2570","n/e","n/e","589","n/e","n/e","9"
"Switzerland (CH)","29.09.2024 18:00 - 29.09.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2255","","346","1844","n/e","2570","n/e","n/e","279","n/e","n/e","10"
"Switzerland (CH)","29.09.2024 19:00 - 29.09.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2838","","359","2877","n/e","2571","n/e","n/e","17","n/e","n/e","13"
"Switzerland (CH)","29.09.2024 20:00 - 29.09.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2235","","314","1854","n/e","2573","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","29.09.2024 21:00 - 29.09.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","765","","256","821","n/e","2576","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","29.09.2024 22:00 - 29.09.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","563","","250","583","n/e","2578","n/e","n/e","0","n/e","n/e","16"
"Switzerland (CH)","29.09.2024 23:00 - 30.09.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","564","","245","521","n/e","2580","n/e","n/e","0","n/e","n/e","17"
"Switzerland (CH)","30.09.2024 00:00 - 30.09.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","246","","248","328","n/e","2580","n/e","n/e","0","n/e","n/e","14"
"Switzerland (CH)","30.09.2024 01:00 - 30.09.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","196","","239","327","n/e","2581","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","30.09.2024 02:00 - 30.09.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","154","","236","370","n/e","2580","n/e","n/e","0","n/e","n/e","16"
"Switzerland (CH)","30.09.2024 03:00 - 30.09.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","206","","262","286","n/e","2577","n/e","n/e","0","n/e","n/e","17"
"Switzerland (CH)","30.09.2024 04:00 - 30.09.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","221","","232","323","n/e","2578","n/e","n/e","0","n/e","n/e","31"
"Switzerland (CH)","30.09.2024 05:00 - 30.09.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","237","","233","475","n/e","2577","n/e","n/e","0","n/e","n/e","31"
"Switzerland (CH)","30.09.2024 06:00 - 30.09.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","478","","344","771","n/e","2575","n/e","n/e","0","n/e","n/e","31"
"Switzerland (CH)","30.09.2024 07:00 - 30.09.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","810","","365","1329","n/e","2576","n/e","n/e","0","n/e","n/e","30"
"Switzerland (CH)","30.09.2024 08:00 - 30.09.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1114","","348","1492","n/e","2574","n/e","n/e","144","n/e","n/e","32"
"Switzerland (CH)","30.09.2024 09:00 - 30.09.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","311","","262","618","n/e","2572","n/e","n/e","686","n/e","n/e","31"
"Switzerland (CH)","30.09.2024 10:00 - 30.09.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","277","","241","564","n/e","2572","n/e","n/e","735","n/e","n/e","31"
"Switzerland (CH)","30.09.2024 11:00 - 30.09.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","235","","233","344","n/e","2567","n/e","n/e","1502","n/e","n/e","32"
"Switzerland (CH)","30.09.2024 12:00 - 30.09.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","188","","216","408","n/e","2563","n/e","n/e","0","n/e","n/e","32"
"Switzerland (CH)","30.09.2024 13:00 - 30.09.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","","213","410","n/e","2556","n/e","n/e","0","n/e","n/e","32"
"Switzerland (CH)","30.09.2024 14:00 - 30.09.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","","218","468","n/e","2550","n/e","n/e","0","n/e","n/e","30"
"Switzerland (CH)","30.09.2024 15:00 - 30.09.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","139","","224","464","n/e","2550","n/e","n/e","0","n/e","n/e","28"
"Switzerland (CH)","30.09.2024 16:00 - 30.09.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","141","","219","573","n/e","2548","n/e","n/e","0","n/e","n/e","23"
"Switzerland (CH)","30.09.2024 17:00 - 30.09.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","378","","253","953","n/e","2546","n/e","n/e","0","n/e","n/e","18"
"Switzerland (CH)","30.09.2024 18:00 - 30.09.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1163","","342","1687","n/e","2548","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","30.09.2024 19:00 - 30.09.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1280","","354","1696","n/e","2551","n/e","n/e","0","n/e","n/e","23"
"Switzerland (CH)","30.09.2024 20:00 - 30.09.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","808","","345","1107","n/e","2554","n/e","n/e","0","n/e","n/e","24"
"Switzerland (CH)","30.09.2024 21:00 - 30.09.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","385","","309","640","n/e","2556","n/e","n/e","0","n/e","n/e","24"
"Switzerland (CH)","30.09.2024 22:00 - 30.09.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","281","","261","564","n/e","2557","n/e","n/e","0","n/e","n/e","23"
"Switzerland (CH)","30.09.2024 23:00 - 01.10.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","255","","276","413","n/e","2559","n/e","n/e","0","n/e","n/e","24"
"Switzerland (CH)","01.10.2024 00:00 - 01.10.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","163","","234","243","n/e","2560","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","01.10.2024 01:00 - 01.10.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","122","","239","246","n/e","2562","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","01.10.2024 02:00 - 01.10.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","139","","238","235","n/e","2563","n/e","n/e","0","n/e","n/e","20"
"Switzerland (CH)","01.10.2024 03:00 - 01.10.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","175","","247","250","n/e","2562","n/e","n/e","0","n/e","n/e","21"
"Switzerland (CH)","01.10.2024 04:00 - 01.10.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","172","","234","258","n/e","2562","n/e","n/e","0","n/e","n/e","21"
"Switzerland (CH)","01.10.2024 05:00 - 01.10.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","194","","241","405","n/e","2562","n/e","n/e","0","n/e","n/e","21"
"Switzerland (CH)","01.10.2024 06:00 - 01.10.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","467","","324","838","n/e","2561","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","01.10.2024 07:00 - 01.10.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1841","","366","2035","n/e","2562","n/e","n/e","0","n/e","n/e","18"
"Switzerland (CH)","01.10.2024 08:00 - 01.10.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2291","","362","2624","n/e","2565","n/e","n/e","0","n/e","n/e","17"
"Switzerland (CH)","01.10.2024 09:00 - 01.10.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1799","","315","1982","n/e","2568","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","01.10.2024 10:00 - 01.10.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1400","","294","1031","n/e","2561","n/e","n/e","0","n/e","n/e","14"
"Switzerland (CH)","01.10.2024 11:00 - 01.10.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1167","","284","802","n/e","2561","n/e","n/e","0","n/e","n/e","12"
"Switzerland (CH)","01.10.2024 12:00 - 01.10.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","641","","249","711","n/e","2561","n/e","n/e","0","n/e","n/e","11"
"Switzerland (CH)","01.10.2024 13:00 - 01.10.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","523","","256","895","n/e","2563","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","01.10.2024 14:00 - 01.10.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","701","","261","884","n/e","2566","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","01.10.2024 15:00 - 01.10.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","962","","264","1163","n/e","2565","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","01.10.2024 16:00 - 01.10.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1339","","299","1319","n/e","2564","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","01.10.2024 17:00 - 01.10.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1908","","422","2066","n/e","2566","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","01.10.2024 18:00 - 01.10.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2449","","439","2831","n/e","2566","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","01.10.2024 19:00 - 01.10.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2477","","438","3099","n/e","2567","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","01.10.2024 20:00 - 01.10.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2573","","441","2834","n/e","2568","n/e","n/e","0","n/e","n/e","17"
"Switzerland (CH)","01.10.2024 21:00 - 01.10.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1694","","409","1615","n/e","2569","n/e","n/e","0","n/e","n/e","21"
"Switzerland (CH)","01.10.2024 22:00 - 01.10.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1447","","426","1387","n/e","2570","n/e","n/e","0","n/e","n/e","31"
"Switzerland (CH)","01.10.2024 23:00 - 02.10.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1141","","359","878","n/e","2570","n/e","n/e","0","n/e","n/e","31"
"Switzerland (CH)","02.10.2024 00:00 - 02.10.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","395","","343","811","n/e","2567","n/e","n/e","0","n/e","n/e","18"
"Switzerland (CH)","02.10.2024 01:00 - 02.10.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","183","","380","897","n/e","2565","n/e","n/e","0","n/e","n/e","16"
"Switzerland (CH)","02.10.2024 02:00 - 02.10.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","221","","319","781","n/e","2564","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","02.10.2024 03:00 - 02.10.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","201","","314","804","n/e","2567","n/e","n/e","0","n/e","n/e","14"
"Switzerland (CH)","02.10.2024 04:00 - 02.10.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","289","","347","800","n/e","2568","n/e","n/e","0","n/e","n/e","11"
"Switzerland (CH)","02.10.2024 05:00 - 02.10.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","527","","388","1180","n/e","2568","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","02.10.2024 06:00 - 02.10.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1496","","463","1982","n/e","2569","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","02.10.2024 07:00 - 02.10.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1931","","482","2442","n/e","2570","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","02.10.2024 08:00 - 02.10.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2340","","474","2884","n/e","2572","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","02.10.2024 09:00 - 02.10.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2105","","450","2911","n/e","2569","n/e","n/e","0","n/e","n/e","11"
"Switzerland (CH)","02.10.2024 10:00 - 02.10.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1563","","434","2303","n/e","2569","n/e","n/e","0","n/e","n/e","11"
"Switzerland (CH)","02.10.2024 11:00 - 02.10.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","610","","396","1610","n/e","2572","n/e","n/e","0","n/e","n/e","13"
"Switzerland (CH)","02.10.2024 12:00 - 02.10.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","186","","349","1379","n/e","2571","n/e","n/e","0","n/e","n/e","13"
"Switzerland (CH)","02.10.2024 13:00 - 02.10.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","464","","339","1330","n/e","2570","n/e","n/e","0","n/e","n/e","12"
"Switzerland (CH)","02.10.2024 14:00 - 02.10.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","486","","343","1377","n/e","2568","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","02.10.2024 15:00 - 02.10.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","551","","355","1080","n/e","2569","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","02.10.2024 16:00 - 02.10.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1388","","431","1442","n/e","2568","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","02.10.2024 17:00 - 02.10.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1468","","448","2401","n/e","2570","n/e","n/e","0","n/e","n/e","6"
