"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Switzerland (CH)","05.01.2024 21:00 - 05.01.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","519","","226","801","n/e","3015","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","05.01.2024 22:00 - 05.01.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","528","","226","780","n/e","3018","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","05.01.2024 23:00 - 06.01.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","430","","227","480","n/e","3017","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","06.01.2024 00:00 - 06.01.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","110","","217","480","n/e","3018","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","06.01.2024 01:00 - 06.01.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","94","","214","337","n/e","3018","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","06.01.2024 02:00 - 06.01.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","107","","206","390","n/e","3017","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","06.01.2024 03:00 - 06.01.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","99","","220","334","n/e","3017","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","06.01.2024 04:00 - 06.01.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","112","","215","313","n/e","3020","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","06.01.2024 05:00 - 06.01.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","104","","212","334","n/e","3018","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","06.01.2024 06:00 - 06.01.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","115","","223","373","n/e","3016","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","06.01.2024 07:00 - 06.01.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","153","","222","454","n/e","3016","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","06.01.2024 08:00 - 06.01.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","404","","223","693","n/e","3018","n/e","n/e","5","n/e","n/e","10"
"Switzerland (CH)","06.01.2024 09:00 - 06.01.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","559","","225","900","n/e","3018","n/e","n/e","117","n/e","n/e","11"
"Switzerland (CH)","06.01.2024 10:00 - 06.01.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","495","","226","915","n/e","3019","n/e","n/e","324","n/e","n/e","9"
"Switzerland (CH)","06.01.2024 11:00 - 06.01.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1041","","225","1127","n/e","3018","n/e","n/e","620","n/e","n/e","9"
"Switzerland (CH)","06.01.2024 12:00 - 06.01.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1667","","229","1318","n/e","3018","n/e","n/e","762","n/e","n/e","9"
"Switzerland (CH)","06.01.2024 13:00 - 06.01.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1496","","225","1090","n/e","3020","n/e","n/e","1004","n/e","n/e","10"
"Switzerland (CH)","06.01.2024 14:00 - 06.01.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1296","","225","1110","n/e","3018","n/e","n/e","633","n/e","n/e","10"
"Switzerland (CH)","06.01.2024 15:00 - 06.01.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1640","","224","1634","n/e","3019","n/e","n/e","335","n/e","n/e","10"
"Switzerland (CH)","06.01.2024 16:00 - 06.01.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2152","","228","2116","n/e","3017","n/e","n/e","69","n/e","n/e","9"
"Switzerland (CH)","06.01.2024 17:00 - 06.01.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2450","","236","2473","n/e","3018","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","06.01.2024 18:00 - 06.01.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2705","","235","2036","n/e","3019","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","06.01.2024 19:00 - 06.01.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1852","","223","2317","n/e","3019","n/e","n/e","0","n/e","n/e","12"
"Switzerland (CH)","06.01.2024 20:00 - 06.01.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1103","","223","1278","n/e","3021","n/e","n/e","0","n/e","n/e","13"
"Switzerland (CH)","06.01.2024 21:00 - 06.01.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","448","","221","866","n/e","3022","n/e","n/e","0","n/e","n/e","12"
"Switzerland (CH)","06.01.2024 22:00 - 06.01.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","568","","222","776","n/e","3023","n/e","n/e","0","n/e","n/e","12"
"Switzerland (CH)","06.01.2024 23:00 - 07.01.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","298","","219","639","n/e","3023","n/e","n/e","0","n/e","n/e","12"
"Switzerland (CH)","07.01.2024 00:00 - 07.01.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","190","","219","629","n/e","3024","n/e","n/e","0","n/e","n/e","13"
"Switzerland (CH)","07.01.2024 01:00 - 07.01.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","160","","218","428","n/e","3023","n/e","n/e","0","n/e","n/e","13"
"Switzerland (CH)","07.01.2024 02:00 - 07.01.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","","221","456","n/e","3023","n/e","n/e","0","n/e","n/e","14"
"Switzerland (CH)","07.01.2024 03:00 - 07.01.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","118","","220","307","n/e","3022","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","07.01.2024 04:00 - 07.01.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","95","","208","306","n/e","3022","n/e","n/e","0","n/e","n/e","15"
"Switzerland (CH)","07.01.2024 05:00 - 07.01.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","96","","209","314","n/e","3022","n/e","n/e","0","n/e","n/e","16"
"Switzerland (CH)","07.01.2024 06:00 - 07.01.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","100","","221","416","n/e","3021","n/e","n/e","0","n/e","n/e","16"
"Switzerland (CH)","07.01.2024 07:00 - 07.01.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","116","","221","574","n/e","3021","n/e","n/e","0","n/e","n/e","14"
"Switzerland (CH)","07.01.2024 08:00 - 07.01.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","173","","222","568","n/e","3021","n/e","n/e","4","n/e","n/e","13"
"Switzerland (CH)","07.01.2024 09:00 - 07.01.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","243","","226","651","n/e","3021","n/e","n/e","123","n/e","n/e","14"
"Switzerland (CH)","07.01.2024 10:00 - 07.01.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","590","","227","1137","n/e","3020","n/e","n/e","406","n/e","n/e","14"
"Switzerland (CH)","07.01.2024 11:00 - 07.01.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","613","","227","1267","n/e","3020","n/e","n/e","430","n/e","n/e","15"
"Switzerland (CH)","07.01.2024 12:00 - 07.01.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","761","","229","1239","n/e","3019","n/e","n/e","298","n/e","n/e","15"
"Switzerland (CH)","07.01.2024 13:00 - 07.01.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","578","","227","861","n/e","3021","n/e","n/e","325","n/e","n/e","15"
"Switzerland (CH)","07.01.2024 14:00 - 07.01.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","508","","225","926","n/e","3022","n/e","n/e","250","n/e","n/e","18"
"Switzerland (CH)","07.01.2024 15:00 - 07.01.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","986","","226","1469","n/e","3020","n/e","n/e","134","n/e","n/e","21"
"Switzerland (CH)","07.01.2024 16:00 - 07.01.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2053","","229","2473","n/e","3020","n/e","n/e","15","n/e","n/e","20"
"Switzerland (CH)","07.01.2024 17:00 - 07.01.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2574","","276","2813","n/e","3020","n/e","n/e","0","n/e","n/e","18"
"Switzerland (CH)","07.01.2024 18:00 - 07.01.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2072","","270","2688","n/e","3020","n/e","n/e","0","n/e","n/e","17"
"Switzerland (CH)","07.01.2024 19:00 - 07.01.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1346","","254","2378","n/e","3022","n/e","n/e","0","n/e","n/e","14"
"Switzerland (CH)","07.01.2024 20:00 - 07.01.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","564","","226","1149","n/e","3026","n/e","n/e","0","n/e","n/e","12"
"Switzerland (CH)","07.01.2024 21:00 - 07.01.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","507","","225","988","n/e","3027","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","07.01.2024 22:00 - 07.01.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","364","","225","827","n/e","3024","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","07.01.2024 23:00 - 08.01.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","359","","222","723","n/e","3026","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","08.01.2024 00:00 - 08.01.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","187","","210","616","n/e","3026","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","08.01.2024 01:00 - 08.01.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","157","","207","643","n/e","3026","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","08.01.2024 02:00 - 08.01.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","135","","205","620","n/e","3026","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","08.01.2024 03:00 - 08.01.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","106","","222","520","n/e","3027","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","08.01.2024 04:00 - 08.01.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","157","","219","554","n/e","3025","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","08.01.2024 05:00 - 08.01.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","268","","225","783","n/e","3034","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","08.01.2024 06:00 - 08.01.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","386","","231","800","n/e","3033","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","08.01.2024 07:00 - 08.01.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1663","","253","2364","n/e","3028","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","08.01.2024 08:00 - 08.01.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2063","","295","3222","n/e","3020","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","08.01.2024 09:00 - 08.01.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2018","","281","2963","n/e","3021","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","08.01.2024 10:00 - 08.01.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1701","","267","2946","n/e","3019","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","08.01.2024 11:00 - 08.01.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1851","","245","3009","n/e","3024","n/e","n/e","1","n/e","n/e","3"
"Switzerland (CH)","08.01.2024 12:00 - 08.01.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1432","","236","2336","n/e","3021","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","08.01.2024 13:00 - 08.01.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1260","","232","2287","n/e","3020","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","08.01.2024 14:00 - 08.01.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1507","","248","2539","n/e","3020","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","08.01.2024 15:00 - 08.01.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1800","","268","2816","n/e","3021","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","08.01.2024 16:00 - 08.01.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2306","","288","2857","n/e","3027","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","08.01.2024 17:00 - 08.01.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2201","","291","3072","n/e","3022","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","08.01.2024 18:00 - 08.01.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2359","","285","3221","n/e","3024","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","08.01.2024 19:00 - 08.01.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2295","","257","2951","n/e","3022","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","08.01.2024 20:00 - 08.01.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","994","","228","1798","n/e","3022","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","08.01.2024 21:00 - 08.01.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","586","","217","1413","n/e","3023","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","08.01.2024 22:00 - 08.01.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","344","","213","1068","n/e","3026","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","08.01.2024 23:00 - 09.01.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","245","","214","532","n/e","3025","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 00:00 - 09.01.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","116","","204","765","n/e","3026","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 01:00 - 09.01.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","78","","209","571","n/e","3025","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 02:00 - 09.01.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","63","","209","629","n/e","3026","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 03:00 - 09.01.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","60","","203","622","n/e","3026","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 04:00 - 09.01.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","89","","203","621","n/e","3027","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 05:00 - 09.01.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","129","","210","770","n/e","3021","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 06:00 - 09.01.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1053","","265","2009","n/e","3019","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 07:00 - 09.01.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2274","","273","3030","n/e","3019","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 08:00 - 09.01.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3119","","287","3635","n/e","3018","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 09:00 - 09.01.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2889","","313","3489","n/e","3023","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 10:00 - 09.01.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2560","","315","3078","n/e","3021","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 11:00 - 09.01.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2304","","249","2897","n/e","3022","n/e","n/e","4","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 12:00 - 09.01.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1283","","245","2293","n/e","3022","n/e","n/e","3","n/e","n/e","1"
"Switzerland (CH)","09.01.2024 13:00 - 09.01.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1237","","241","2003","n/e","3022","n/e","n/e","2","n/e","n/e","1"
"Switzerland (CH)","09.01.2024 14:00 - 09.01.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1601","","250","2361","n/e","3021","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 15:00 - 09.01.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2170","","277","3210","n/e","3021","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 16:00 - 09.01.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3338","","327","3625","n/e","3023","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 17:00 - 09.01.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3497","","335","3810","n/e","3021","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","09.01.2024 18:00 - 09.01.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3363","","307","3776","n/e","3023","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 19:00 - 09.01.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3354","","309","3603","n/e","3025","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 20:00 - 09.01.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2718","","310","3538","n/e","3021","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 21:00 - 09.01.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2156","","267","2959","n/e","3023","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 22:00 - 09.01.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1225","","227","2889","n/e","3025","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","09.01.2024 23:00 - 10.01.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","961","","218","2172","n/e","3025","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","10.01.2024 00:00 - 10.01.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","611","","208","1454","n/e","3023","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","10.01.2024 01:00 - 10.01.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","381","","209","1120","n/e","3024","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","10.01.2024 02:00 - 10.01.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","381","","219","1000","n/e","3025","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","10.01.2024 03:00 - 10.01.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","429","","210","958","n/e","3032","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","10.01.2024 04:00 - 10.01.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","545","","213","1012","n/e","3033","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","10.01.2024 05:00 - 10.01.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","620","","214","1381","n/e","3026","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","10.01.2024 06:00 - 10.01.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1935","","217","3040","n/e","3026","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","10.01.2024 07:00 - 10.01.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3291","","332","3831","n/e","3031","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","10.01.2024 08:00 - 10.01.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3618","","334","4110","n/e","3029","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","10.01.2024 09:00 - 10.01.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3578","","330","4153","n/e","3032","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","10.01.2024 10:00 - 10.01.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3317","","314","4104","n/e","3029","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","10.01.2024 11:00 - 10.01.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3037","","260","3797","n/e","3025","n/e","n/e","6","n/e","n/e","8"
"Switzerland (CH)","10.01.2024 12:00 - 10.01.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2882","","259","3219","n/e","3028","n/e","n/e","3","n/e","n/e","5"
"Switzerland (CH)","10.01.2024 13:00 - 10.01.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2813","","252","3293","n/e","3021","n/e","n/e","2","n/e","n/e","5"
"Switzerland (CH)","10.01.2024 14:00 - 10.01.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2593","","265","3345","n/e","3021","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","10.01.2024 15:00 - 10.01.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3303","","303","3608","n/e","3023","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","10.01.2024 16:00 - 10.01.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3471","","326","3729","n/e","3022","n/e","n/e","0","n/e","n/e","15"
